x,y,centroid x,centroid y
11.62,10.537,12.079975492895738,11.997117579028487
9.601,14.487,12.079975492895738,11.997117579028487
14.558,0.476,9.7775904359395,-1.285077482977226
8.936,14.97,12.079975492895738,11.997117579028487
12.386,14.664,12.079975492895738,11.997117579028487
-0.855,3.267,-3.2064648720726847,6.104433619468306
-5.514,7.772,-3.2064648720726847,6.104433619468306
10.127,15.231,12.079975492895738,11.997117579028487
6.876,9.093,6.232436071721583,6.23275471698112
-1.27,3.463,-3.2064648720726847,6.104433619468306
12.766,-0.848,9.7775904359395,-1.285077482977226
-4.85,9.391,-3.2064648720726847,6.104433619468306
-4.503,7.249,-3.2064648720726847,6.104433619468306
11.011,-2.598,9.7775904359395,-1.285077482977226
15.067,8.561,12.079975492895738,11.997117579028487
11.045,-2.746,9.7775904359395,-1.285077482977226
-1.252,3.76,-3.2064648720726847,6.104433619468306
4.956,5.575,6.232436071721583,6.23275471698112
-5.22,7.225,-3.2064648720726847,6.104433619468306
7.84,-0.326,9.7775904359395,-1.285077482977226
13.471,0.274,9.7775904359395,-1.285077482977226
13.79,-0.497,9.7775904359395,-1.285077482977226
14.795,8.349,12.079975492895738,11.997117579028487
-4.164,7.532,-3.2064648720726847,6.104433619468306
-5.135,7.07,-3.2064648720726847,6.104433619468306
5.928,-1.632,9.7775904359395,-1.285077482977226
-1.544,4.063,-3.2064648720726847,6.104433619468306
14.748,10.591,12.079975492895738,11.997117579028487
9.68,4.714,6.232436071721583,6.23275471698112
4.663,6.429,6.232436071721583,6.23275471698112
11.189,10.531,12.079975492895738,11.997117579028487
-4.549,8.59,-3.2064648720726847,6.104433619468306
11.748,15.347,12.079975492895738,11.997117579028487
-1.539,4.012,-3.2064648720726847,6.104433619468306
15.529,8.954,12.079975492895738,11.997117579028487
9.835,14.459,12.079975492895738,11.997117579028487
-1.121,3.72,-3.2064648720726847,6.104433619468306
9.734,5.239,6.232436071721583,6.23275471698112
-4.904,7.135,-3.2064648720726847,6.104433619468306
14.529,9.82,12.079975492895738,11.997117579028487
9.904,5.085,6.232436071721583,6.23275471698112
4.938,5.485,6.232436071721583,6.23275471698112
13.41,0.098,9.7775904359395,-1.285077482977226
5.48,9.452,6.232436071721583,6.23275471698112
15.609,9.768,12.079975492895738,11.997117579028487
10.784,-3.146,9.7775904359395,-1.285077482977226
15.036,9.491,12.079975492895738,11.997117579028487
10.206,-4.287,9.7775904359395,-1.285077482977226
13.884,-0.453,9.7775904359395,-1.285077482977226
-0.684,4.118,-3.2064648720726847,6.104433619468306
4.065,4.315,6.232436071721583,6.23275471698112
-5.001,9.347,-3.2064648720726847,6.104433619468306
6.63,0.341,9.7775904359395,-1.285077482977226
9.158,12.973,12.079975492895738,11.997117579028487
4.931,4.893,6.232436071721583,6.23275471698112
12.11,-3.254,9.7775904359395,-1.285077482977226
14.153,0.072,9.7775904359395,-1.285077482977226
-5.675,8.856,-3.2064648720726847,6.104433619468306
11.836,15.017,12.079975492895738,11.997117579028487
10.202,11.937,12.079975492895738,11.997117579028487
7.209,-0.264,9.7775904359395,-1.285077482977226
-4.648,7.857,-3.2064648720726847,6.104433619468306
-5.926,7.649,-3.2064648720726847,6.104433619468306
14.589,9.53,12.079975492895738,11.997117579028487
-5.255,9.021,-3.2064648720726847,6.104433619468306
7.13,-0.645,9.7775904359395,-1.285077482977226
15.252,8.505,12.079975492895738,11.997117579028487
11.632,-2.068,9.7775904359395,-1.285077482977226
9.325,4.858,6.232436071721583,6.23275471698112
-0.547,4.008,-3.2064648720726847,6.104433619468306
12.313,15.29,12.079975492895738,11.997117579028487
11.595,-3.183,9.7775904359395,-1.285077482977226
-1.138,3.081,-3.2064648720726847,6.104433619468306
5.156,5.06,6.232436071721583,6.23275471698112
12.339,15.227,12.079975492895738,11.997117579028487
4.119,5.511,6.232436071721583,6.23275471698112
11.756,11.232,12.079975492895738,11.997117579028487
9.809,-4.518,9.7775904359395,-1.285077482977226
4.328,3.971,6.232436071721583,6.23275471698112
5.148,5.903,6.232436071721583,6.23275471698112
9.855,4.589,6.232436071721583,6.23275471698112
4.588,7.605,6.232436071721583,6.23275471698112
12.057,14.578,12.079975492895738,11.997117579028487
13.881,9.368,12.079975492895738,11.997117579028487
14.782,8.231,12.079975492895738,11.997117579028487
11.405,14.39,12.079975492895738,11.997117579028487
6.753,0.136,9.7775904359395,-1.285077482977226
8.205,5.693,6.232436071721583,6.23275471698112
6.693,9.149,6.232436071721583,6.23275471698112
9.906,5.149,6.232436071721583,6.23275471698112
-0.83,3.971,-3.2064648720726847,6.104433619468306
11.262,11.105,12.079975492895738,11.997117579028487
4.809,5.417,6.232436071721583,6.23275471698112
11.051,13.485,12.079975492895738,11.997117579028487
-1.392,3.971,-3.2064648720726847,6.104433619468306
11.856,-1.856,9.7775904359395,-1.285077482977226
11.93,10.575,12.079975492895738,11.997117579028487
15.169,10.744,12.079975492895738,11.997117579028487
-1.475,3.484,-3.2064648720726847,6.104433619468306
-5.987,8.669,-3.2064648720726847,6.104433619468306
4.303,3.943,6.232436071721583,6.23275471698112
15.522,11.702,12.079975492895738,11.997117579028487
6.919,-0.306,9.7775904359395,-1.285077482977226
8.506,5.705,6.232436071721583,6.23275471698112
7.463,-0.525,9.7775904359395,-1.285077482977226
10.338,12.313,12.079975492895738,11.997117579028487
12.326,14.612,12.079975492895738,11.997117579028487
9.331,14.842,12.079975492895738,11.997117579028487
-1.277,3.714,-3.2064648720726847,6.104433619468306
11.652,14.49,12.079975492895738,11.997117579028487
11.257,10.571,12.079975492895738,11.997117579028487
14.066,9.368,12.079975492895738,11.997117579028487
-4.788,7.027,-3.2064648720726847,6.104433619468306
9.951,12.505,12.079975492895738,11.997117579028487
7.081,-0.337,9.7775904359395,-1.285077482977226
15.275,10.63,12.079975492895738,11.997117579028487
6.959,8.939,6.232436071721583,6.23275471698112
12.418,-2.809,9.7775904359395,-1.285077482977226
6.567,8.937,6.232436071721583,6.23275471698112
10.526,12.545,12.079975492895738,11.997117579028487
13.127,-0.153,9.7775904359395,-1.285077482977226
-5.638,7.48,-3.2064648720726847,6.104433619468306
4.843,4.322,6.232436071721583,6.23275471698112
7.744,-0.99,9.7775904359395,-1.285077482977226
4.82,4.008,6.232436071721583,6.23275471698112
4.173,7.476,6.232436071721583,6.23275471698112
11.104,10.951,12.079975492895738,11.997117579028487
10.432,-3.863,9.7775904359395,-1.285077482977226
15.568,9.067,12.079975492895738,11.997117579028487
-0.898,5.147,-3.2064648720726847,6.104433619468306
7.398,-0.194,9.7775904359395,-1.285077482977226
8.831,5.878,6.232436071721583,6.23275471698112
6.87,0.078,9.7775904359395,-1.285077482977226
7.154,-0.319,9.7775904359395,-1.285077482977226
6.677,9.179,6.232436071721583,6.23275471698112
-4.817,7.415,-3.2064648720726847,6.104433619468306
15.523,8.899,12.079975492895738,11.997117579028487
9.98,14.74,12.079975492895738,11.997117579028487
11.818,10.423,12.079975492895738,11.997117579028487
15.524,11.492,12.079975492895738,11.997117579028487
10.218,4.691,6.232436071721583,6.23275471698112
4.22,5.641,6.232436071721583,6.23275471698112
6.224,-0.103,9.7775904359395,-1.285077482977226
10.591,-3.988,9.7775904359395,-1.285077482977226
14.084,1.017,9.7775904359395,-1.285077482977226
9.931,4.817,6.232436071721583,6.23275471698112
4.817,4.096,6.232436071721583,6.23275471698112
-0.728,4.318,-3.2064648720726847,6.104433619468306
14.448,0.482,9.7775904359395,-1.285077482977226
-5.145,8.993,-3.2064648720726847,6.104433619468306
4.435,3.821,6.232436071721583,6.23275471698112
12.341,-2.31,9.7775904359395,-1.285077482977226
-4.999,9.131,-3.2064648720726847,6.104433619468306
-4.493,8.068,-3.2064648720726847,6.104433619468306
12.304,-2.192,9.7775904359395,-1.285077482977226
11.376,-3.376,9.7775904359395,-1.285077482977226
5.853,-0.782,9.7775904359395,-1.285077482977226
15.416,11.115,12.079975492895738,11.997117579028487
4.015,4.291,6.232436071721583,6.23275471698112
-4.185,7.523,-3.2064648720726847,6.104433619468306
10.755,14.264,12.079975492895738,11.997117579028487
-0.948,4.951,-3.2064648720726847,6.104433619468306
5.47,8.261,6.232436071721583,6.23275471698112
7.764,-0.886,9.7775904359395,-1.285077482977226
-1.649,4.809,-3.2064648720726847,6.104433619468306
9.072,14.918,12.079975492895738,11.997117579028487
15.123,9.273,12.079975492895738,11.997117579028487
14.313,8.932,12.079975492895738,11.997117579028487
9.745,4.618,6.232436071721583,6.23275471698112
9.867,12.827,12.079975492895738,11.997117579028487
11.545,11.335,12.079975492895738,11.997117579028487
5.314,6.117,6.232436071721583,6.23275471698112
-4.969,9.139,-3.2064648720726847,6.104433619468306
14.653,8.755,12.079975492895738,11.997117579028487
12.129,-1.773,9.7775904359395,-1.285077482977226
-4.23,6.979,-3.2064648720726847,6.104433619468306
5.572,-0.846,9.7775904359395,-1.285077482977226
-4.608,7.529,-3.2064648720726847,6.104433619468306
4.077,4.167,6.232436071721583,6.23275471698112
5.546,9.086,6.232436071721583,6.23275471698112
10.651,14.658,12.079975492895738,11.997117579028487
-1.229,4.82,-3.2064648720726847,6.104433619468306
6.123,8.611,6.232436071721583,6.23275471698112
9.023,4.847,6.232436071721583,6.23275471698112
-1.665,5.439,-3.2064648720726847,6.104433619468306
3.865,4.644,6.232436071721583,6.23275471698112
15.152,9.531,12.079975492895738,11.997117579028487
4.103,7.97,6.232436071721583,6.23275471698112
9.903,4.787,6.232436071721583,6.23275471698112
-4.774,9.228,-3.2064648720726847,6.104433619468306
11.519,11.423,12.079975492895738,11.997117579028487
10.303,-4.174,9.7775904359395,-1.285077482977226
-5.048,9.325,-3.2064648720726847,6.104433619468306
4.423,6.309,6.232436071721583,6.23275471698112
12.402,-2.203,9.7775904359395,-1.285077482977226
7.214,-0.117,9.7775904359395,-1.285077482977226
5.072,-1.131,9.7775904359395,-1.285077482977226
3.763,5.453,6.232436071721583,6.23275471698112
4.25,4.026,6.232436071721583,6.23275471698112
-0.822,2.378,-3.2064648720726847,6.104433619468306
11.588,14.818,12.079975492895738,11.997117579028487
14.183,9.532,12.079975492895738,11.997117579028487
6.207,8.438,6.232436071721583,6.23275471698112
-6.035,9.033,-3.2064648720726847,6.104433619468306
-1.59,4.098,-3.2064648720726847,6.104433619468306
-1.282,2.704,-3.2064648720726847,6.104433619468306
15.295,9.474,12.079975492895738,11.997117579028487
8.794,13.254,12.079975492895738,11.997117579028487
10.099,4.98,6.232436071721583,6.23275471698112
4.274,8.099,6.232436071721583,6.23275471698112
11.284,11.687,12.079975492895738,11.997117579028487
6.547,0.3,9.7775904359395,-1.285077482977226
13.03,-1.017,9.7775904359395,-1.285077482977226
11.921,-1.736,9.7775904359395,-1.285077482977226
11.428,14.223,12.079975492895738,11.997117579028487
10.964,15.137,12.079975492895738,11.997117579028487
6.148,8.625,6.232436071721583,6.23275471698112
-0.981,2.577,-3.2064648720726847,6.104433619468306
11.448,14.674,12.079975492895738,11.997117579028487
12.714,-2.383,9.7775904359395,-1.285077482977226
5.311,-1.134,9.7775904359395,-1.285077482977226
4.477,7.137,6.232436071721583,6.23275471698112
4.833,4.199,6.232436071721583,6.23275471698112
11.227,11.306,12.079975492895738,11.997117579028487
4.028,4.237,6.232436071721583,6.23275471698112
9.055,13.051,12.079975492895738,11.997117579028487
-5.036,8.825,-3.2064648720726847,6.104433619468306
3.824,7.346,6.232436071721583,6.23275471698112
11.509,11.651,12.079975492895738,11.997117579028487
-1.29,4.112,-3.2064648720726847,6.104433619468306
6.578,8.64,6.232436071721583,6.23275471698112
14.652,10.627,12.079975492895738,11.997117579028487
11.449,14.389,12.079975492895738,11.997117579028487
13.166,-1.402,9.7775904359395,-1.285077482977226
4.156,4.232,6.232436071721583,6.23275471698112
11.013,13.488,12.079975492895738,11.997117579028487
-4.963,8.058,-3.2064648720726847,6.104433619468306
8.897,14.948,12.079975492895738,11.997117579028487
10.183,4.606,6.232436071721583,6.23275471698112
-4.526,7.916,-3.2064648720726847,6.104433619468306
11.66,14.958,12.079975492895738,11.997117579028487
4.732,6.033,6.232436071721583,6.23275471698112
-1.534,4.81,-3.2064648720726847,6.104433619468306
9.143,5.001,6.232436071721583,6.23275471698112
15.026,9.103,12.079975492895738,11.997117579028487
-1.373,3.31,-3.2064648720726847,6.104433619468306
-5.419,7.667,-3.2064648720726847,6.104433619468306
14.586,11.202,12.079975492895738,11.997117579028487
14.767,8.627,12.079975492895738,11.997117579028487
3.751,7.272,6.232436071721583,6.23275471698112
14.518,9.056,12.079975492895738,11.997117579028487
5.346,-1.003,9.7775904359395,-1.285077482977226
13.578,-0.586,9.7775904359395,-1.285077482977226
12.137,-3.17,9.7775904359395,-1.285077482977226
-1.602,4.345,-3.2064648720726847,6.104433619468306
8.701,5.648,6.232436071721583,6.23275471698112
11.487,11.183,12.079975492895738,11.997117579028487
10.098,15.004,12.079975492895738,11.997117579028487
14.25,-0.298,9.7775904359395,-1.285077482977226
3.861,7.366,6.232436071721583,6.23275471698112
5.163,-1.012,9.7775904359395,-1.285077482977226
6.657,0.135,9.7775904359395,-1.285077482977226
11.631,10.454,12.079975492895738,11.997117579028487
-4.498,7.36,-3.2064648720726847,6.104433619468306
4.117,4.166,6.232436071721583,6.23275471698112
9.128,12.689,12.079975492895738,11.997117579028487
-1.626,5.251,-3.2064648720726847,6.104433619468306
14.337,10.305,12.079975492895738,11.997117579028487
5.361,-0.939,9.7775904359395,-1.285077482977226
-4.745,7.497,-3.2064648720726847,6.104433619468306
4.13,4.032,6.232436071721583,6.23275471698112
4.964,8.733,6.232436071721583,6.23275471698112
11.502,14.806,12.079975492895738,11.997117579028487
3.736,5.63,6.232436071721583,6.23275471698112
-1.176,3.882,-3.2064648720726847,6.104433619468306
4.501,8.227,6.232436071721583,6.23275471698112
8.362,5.266,6.232436071721583,6.23275471698112
9.182,12.705,12.079975492895738,11.997117579028487
6.332,8.48,6.232436071721583,6.23275471698112
11.052,14.186,12.079975492895738,11.997117579028487
15.103,9.027,12.079975492895738,11.997117579028487
10.902,14.798,12.079975492895738,11.997117579028487
5.285,-0.904,9.7775904359395,-1.285077482977226
10.528,12.106,12.079975492895738,11.997117579028487
4.122,4.133,6.232436071721583,6.23275471698112
11.249,13.772,12.079975492895738,11.997117579028487
10.206,4.604,6.232436071721583,6.23275471698112
9.683,12.658,12.079975492895738,11.997117579028487
14.24,-0.176,9.7775904359395,-1.285077482977226
11.771,11.184,12.079975492895738,11.997117579028487
5.187,-1.136,9.7775904359395,-1.285077482977226
8.945,5.213,6.232436071721583,6.23275471698112
15.166,9.205,12.079975492895738,11.997117579028487
9.827,12.403,12.079975492895738,11.997117579028487
14.51,0.142,9.7775904359395,-1.285077482977226
7.47,5.543,6.232436071721583,6.23275471698112
14.481,9.058,12.079975492895738,11.997117579028487
10.663,13.052,12.079975492895738,11.997117579028487
14.488,0.492,9.7775904359395,-1.285077482977226
5.297,5.183,6.232436071721583,6.23275471698112
14.055,-0.257,9.7775904359395,-1.285077482977226
10.29,-3.968,9.7775904359395,-1.285077482977226
-5.246,8.017,-3.2064648720726847,6.104433619468306
7.658,-0.226,9.7775904359395,-1.285077482977226
4.837,4.159,6.232436071721583,6.23275471698112
10.494,11.925,12.079975492895738,11.997117579028487
12.037,14.425,12.079975492895738,11.997117579028487
10.69,11.8,12.079975492895738,11.997117579028487
5.954,-0.871,9.7775904359395,-1.285077482977226
11.109,-2.62,9.7775904359395,-1.285077482977226
-1.701,4.414,-3.2064648720726847,6.104433619468306
9.493,4.591,6.232436071721583,6.23275471698112
11.209,14.718,12.079975492895738,11.997117579028487
13.784,10.082,12.079975492895738,11.997117579028487
15.424,9.758,12.079975492895738,11.997117579028487
10.753,14.216,12.079975492895738,11.997117579028487
11.641,14.805,12.079975492895738,11.997117579028487
9.736,12.553,12.079975492895738,11.997117579028487
5.17,-0.895,9.7775904359395,-1.285077482977226
8.397,5.447,6.232436071721583,6.23275471698112
15.183,8.975,12.079975492895738,11.997117579028487
6.656,-1.07,9.7775904359395,-1.285077482977226
12.131,14.531,12.079975492895738,11.997117579028487
9.389,14.975,12.079975492895738,11.997117579028487
5.7,-0.792,9.7775904359395,-1.285077482977226
10.907,-3.261,9.7775904359395,-1.285077482977226
11.173,10.848,12.079975492895738,11.997117579028487
14.58,10.924,12.079975492895738,11.997117579028487
5.332,-0.677,9.7775904359395,-1.285077482977226
7.591,5.954,6.232436071721583,6.23275471698112
14.895,8.948,12.079975492895738,11.997117579028487
-0.54,3.364,-3.2064648720726847,6.104433619468306
11.458,10.93,12.079975492895738,11.997117579028487
7.683,-0.681,9.7775904359395,-1.285077482977226
5.17,-0.664,9.7775904359395,-1.285077482977226
5.057,5.746,6.232436071721583,6.23275471698112
10.485,4.812,6.232436071721583,6.23275471698112
10.535,-3.935,9.7775904359395,-1.285077482977226
-1.576,4.033,-3.2064648720726847,6.104433619468306
4.862,8.212,6.232436071721583,6.23275471698112
14.39,0.397,9.7775904359395,-1.285077482977226
11.229,-3.976,9.7775904359395,-1.285077482977226
-5.764,7.663,-3.2064648720726847,6.104433619468306
6.81,-1.092,9.7775904359395,-1.285077482977226
-1.089,3.443,-3.2064648720726847,6.104433619468306
10.984,14.865,12.079975492895738,11.997117579028487
6.078,8.398,6.232436071721583,6.23275471698112
4.856,5.586,6.232436071721583,6.23275471698112
4.118,4.159,6.232436071721583,6.23275471698112
10.433,-4.117,9.7775904359395,-1.285077482977226
6.047,8.404,6.232436071721583,6.23275471698112
12.291,-2.823,9.7775904359395,-1.285077482977226
11.634,10.349,12.079975492895738,11.997117579028487
7.348,-0.287,9.7775904359395,-1.285077482977226
14.756,8.585,12.079975492895738,11.997117579028487
11.605,13.731,12.079975492895738,11.997117579028487
11.671,14.831,12.079975492895738,11.997117579028487
10.757,13.525,12.079975492895738,11.997117579028487
10.566,4.914,6.232436071721583,6.23275471698112
13.536,-1.004,9.7775904359395,-1.285077482977226
6.92,8.907,6.232436071721583,6.23275471698112
6.968,9.023,6.232436071721583,6.23275471698112
11.437,10.856,12.079975492895738,11.997117579028487
5.286,8.755,6.232436071721583,6.23275471698112
-1.462,3.937,-3.2064648720726847,6.104433619468306
14.089,9.778,12.079975492895738,11.997117579028487
11.721,10.526,12.079975492895738,11.997117579028487
9.473,13.164,12.079975492895738,11.997117579028487
4.277,3.826,6.232436071721583,6.23275471698112
15.722,10.658,12.079975492895738,11.997117579028487
-5.62,7.908,-3.2064648720726847,6.104433619468306
9.721,12.826,12.079975492895738,11.997117579028487
-5.078,8.84,-3.2064648720726847,6.104433619468306
-0.61,3.541,-3.2064648720726847,6.104433619468306
-1.329,4.312,-3.2064648720726847,6.104433619468306
6.065,-1.441,9.7775904359395,-1.285077482977226
4.05,4.209,6.232436071721583,6.23275471698112
8.746,12.955,12.079975492895738,11.997117579028487
-5.477,8.974,-3.2064648720726847,6.104433619468306
15.144,10.58,12.079975492895738,11.997117579028487
6.573,8.63,6.232436071721583,6.23275471698112
10.142,14.568,12.079975492895738,11.997117579028487
10.467,4.686,6.232436071721583,6.23275471698112
-4.741,9.08,-3.2064648720726847,6.104433619468306
11.633,11.264,12.079975492895738,11.997117579028487
10.898,14.399,12.079975492895738,11.997117579028487
14.336,0.282,9.7775904359395,-1.285077482977226
9.941,-4.451,9.7775904359395,-1.285077482977226
9.986,4.868,6.232436071721583,6.23275471698112
15.353,11.518,12.079975492895738,11.997117579028487
14.359,0.388,9.7775904359395,-1.285077482977226
5.506,-0.716,9.7775904359395,-1.285077482977226
-1.482,3.976,-3.2064648720726847,6.104433619468306
12.095,-2.744,9.7775904359395,-1.285077482977226
-4.844,6.99,-3.2064648720726847,6.104433619468306
3.651,5.392,6.232436071721583,6.23275471698112
-6.035,8.215,-3.2064648720726847,6.104433619468306
11.882,-3.597,9.7775904359395,-1.285077482977226
13.481,0.283,9.7775904359395,-1.285077482977226
9.539,4.851,6.232436071721583,6.23275471698112
5.355,-1.194,9.7775904359395,-1.285077482977226
-4.756,8.48,-3.2064648720726847,6.104433619468306
5.516,4.849,6.232436071721583,6.23275471698112
9.386,12.394,12.079975492895738,11.997117579028487
11.283,15.262,12.079975492895738,11.997117579028487
-5.715,9.052,-3.2064648720726847,6.104433619468306
6.664,9.038,6.232436071721583,6.23275471698112
-4.828,9.231,-3.2064648720726847,6.104433619468306
-1.742,3.751,-3.2064648720726847,6.104433619468306
13.656,-1.171,9.7775904359395,-1.285077482977226
15.132,8.555,12.079975492895738,11.997117579028487
7.277,12.391,12.079975492895738,11.997117579028487
10.224,5.4,6.232436071721583,6.23275471698112
10.671,-3.779,9.7775904359395,-1.285077482977226
11.791,10.24,12.079975492895738,11.997117579028487
11.616,-1.832,9.7775904359395,-1.285077482977226
-6.229,7.959,-3.2064648720726847,6.104433619468306
5.22,8.641,6.232436071721583,6.23275471698112
14.441,1.028,9.7775904359395,-1.285077482977226
6.033,-0.135,9.7775904359395,-1.285077482977226
5.354,-1.367,9.7775904359395,-1.285077482977226
14.066,10.413,12.079975492895738,11.997117579028487
4.859,4.866,6.232436071721583,6.23275471698112
4.917,8.923,6.232436071721583,6.23275471698112
11.974,15.364,12.079975492895738,11.997117579028487
10.996,11.695,12.079975492895738,11.997117579028487
14.792,8.288,12.079975492895738,11.997117579028487
11.526,-3.877,9.7775904359395,-1.285077482977226
10.388,5.315,6.232436071721583,6.23275471698112
4.706,6.157,6.232436071721583,6.23275471698112
12.001,9.771,12.079975492895738,11.997117579028487
-1.146,5.883,-3.2064648720726847,6.104433619468306
-6.217,8.523,-3.2064648720726847,6.104433619468306
3.795,5.44,6.232436071721583,6.23275471698112
14.82,1.635,9.7775904359395,-1.285077482977226
13.39,0.24,9.7775904359395,-1.285077482977226
5.403,-0.71,9.7775904359395,-1.285077482977226
-4.355,8.68,-3.2064648720726847,6.104433619468306
4.098,5.018,6.232436071721583,6.23275471698112
4.717,7.789,6.232436071721583,6.23275471698112
14.314,8.026,12.079975492895738,11.997117579028487
-0.507,3.662,-3.2064648720726847,6.104433619468306
9.68,4.692,6.232436071721583,6.23275471698112
14.201,10.28,12.079975492895738,11.997117579028487
12.014,9.758,12.079975492895738,11.997117579028487
4.941,8.877,6.232436071721583,6.23275471698112
10.491,4.735,6.232436071721583,6.23275471698112
3.989,7.766,6.232436071721583,6.23275471698112
15.398,9.156,12.079975492895738,11.997117579028487
-1.769,5.901,-3.2064648720726847,6.104433619468306
14.403,0.983,9.7775904359395,-1.285077482977226
14.432,1.241,9.7775904359395,-1.285077482977226
4.837,3.975,6.232436071721583,6.23275471698112
13.416,-1.139,9.7775904359395,-1.285077482977226
14.466,8.086,12.079975492895738,11.997117579028487
5.109,9.055,6.232436071721583,6.23275471698112
6.55,9.04,6.232436071721583,6.23275471698112
4.679,7.436,6.232436071721583,6.23275471698112
5.066,-0.886,9.7775904359395,-1.285077482977226
4.079,8.365,6.232436071721583,6.23275471698112
9.743,4.92,6.232436071721583,6.23275471698112
14.302,9.638,12.079975492895738,11.997117579028487
-6.263,7.862,-3.2064648720726847,6.104433619468306
10.005,12.305,12.079975492895738,11.997117579028487
15.489,8.989,12.079975492895738,11.997117579028487
15.123,10.018,12.079975492895738,11.997117579028487
6.848,8.995,6.232436071721583,6.23275471698112
-4.857,8.881,-3.2064648720726847,6.104433619468306
11.66,10.124,12.079975492895738,11.997117579028487
-4.909,9.076,-3.2064648720726847,6.104433619468306
-6.313,7.312,-3.2064648720726847,6.104433619468306
7.688,6.1,6.232436071721583,6.23275471698112
11.914,9.891,12.079975492895738,11.997117579028487
6.644,-0.424,9.7775904359395,-1.285077482977226
12.344,15.33,12.079975492895738,11.997117579028487
8.223,5.828,6.232436071721583,6.23275471698112
14.885,1.747,9.7775904359395,-1.285077482977226
-0.979,5.372,-3.2064648720726847,6.104433619468306
14.816,1.519,9.7775904359395,-1.285077482977226
-1.073,4.551,-3.2064648720726847,6.104433619468306
6.431,8.726,6.232436071721583,6.23275471698112
13.687,-0.671,9.7775904359395,-1.285077482977226
9.394,5.341,6.232436071721583,6.23275471698112
5.581,4.83,6.232436071721583,6.23275471698112
11.816,15.099,12.079975492895738,11.997117579028487
-4.665,7.004,-3.2064648720726847,6.104433619468306
6.041,8.869,6.232436071721583,6.23275471698112
3.864,5.256,6.232436071721583,6.23275471698112
9.594,4.715,6.232436071721583,6.23275471698112
3.734,5.149,6.232436071721583,6.23275471698112
-1.204,3.577,-3.2064648720726847,6.104433619468306
5.632,-1.568,9.7775904359395,-1.285077482977226
4.657,4.104,6.232436071721583,6.23275471698112
9.73,12.508,12.079975492895738,11.997117579028487
5.345,-1.41,9.7775904359395,-1.285077482977226
11.947,-2.581,9.7775904359395,-1.285077482977226
14.08,0.757,9.7775904359395,-1.285077482977226
3.951,7.863,6.232436071721583,6.23275471698112
5.305,-1.079,9.7775904359395,-1.285077482977226
11.616,-2.936,9.7775904359395,-1.285077482977226
4.467,4.042,6.232436071721583,6.23275471698112
6.787,0.354,9.7775904359395,-1.285077482977226
